@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute 1-1 numeric

@data
347,'2018/02/28 04:54:55:069',2,-605.24646,400.265381,1243.82605,?
348,'2018/02/28 04:54:55:071',2,-605.24646,400.265381,1243.82605,?
349,'2018/02/28 04:54:55:089',2,-605.24646,400.265381,1243.82605,?
350,'2018/02/28 04:54:55:107',2,-605.24646,400.265381,1243.82605,?
351,'2018/02/28 04:54:55:135',2,-605.216187,400.214233,1243.664185,?
352,'2018/02/28 04:54:55:138',2,-605.216187,400.214233,1243.664185,?
353,'2018/02/28 04:54:55:169',2,-605.216187,400.214233,1243.664185,?
354,'2018/02/28 04:54:55:172',2,-605.216187,400.214233,1243.664185,?
355,'2018/02/28 04:54:55:205',2,-605.216187,400.214233,1243.664185,?
356,'2018/02/28 04:54:55:206',2,-605.216187,400.214233,1243.664185,?
357,'2018/02/28 04:54:55:236',2,-605.183289,400.166321,1243.512817,?
358,'2018/02/28 04:54:55:238',2,-605.183289,400.166321,1243.512817,?
359,'2018/02/28 04:54:55:267',2,-605.332092,400.243103,1243.749512,?
360,'2018/02/28 04:54:55:271',2,-605.332092,400.243103,1243.749512,?
361,'2018/02/28 04:54:55:290',2,-605.332092,400.243103,1243.749512,?
362,'2018/02/28 04:54:55:305',2,-605.332092,400.243103,1243.749512,?
363,'2018/02/28 04:54:55:336',2,-605.257996,400.176666,1243.541626,?
364,'2018/02/28 04:54:55:338',2,-605.257996,400.176666,1243.541626,?
365,'2018/02/28 04:54:55:369',2,-605.215393,400.134796,1243.4104,?
366,'2018/02/28 04:54:55:372',2,-605.215393,400.134796,1243.4104,?
367,'2018/02/28 04:54:55:401',2,-605.100464,400.04837,1243.140991,?
368,'2018/02/28 04:54:55:404',2,-605.100464,400.04837,1243.140991,?
369,'2018/02/28 04:54:55:434',2,-605.102661,400.042175,1243.121338,?
370,'2018/02/28 04:54:55:438',2,-605.102661,400.042175,1243.121338,?
371,'2018/02/28 04:54:55:470',2,-605.08606,400.02597,1243.070679,?
372,'2018/02/28 04:54:55:471',2,-605.08606,400.02597,1243.070679,?
373,'2018/02/28 04:54:55:502',2,-605.23053,400.118256,1243.3573,?
374,'2018/02/28 04:54:55:504',2,-605.23053,400.118256,1243.3573,?
375,'2018/02/28 04:54:55:533',2,-605.045715,399.994476,1242.972656,?
376,'2018/02/28 04:54:55:539',2,-605.045715,399.994476,1242.972656,?
377,'2018/02/28 04:54:55:555',2,-605.045715,399.994476,1242.972656,?
378,'2018/02/28 04:54:55:584',2,-605.045715,399.994476,1242.972656,?
379,'2018/02/28 04:54:55:590',2,-605.045715,399.994476,1242.972656,?
380,'2018/02/28 04:54:55:605',2,-605.045715,399.994476,1242.972656,?
381,'2018/02/28 04:54:55:638',2,-604.846191,399.862305,1242.562256,?
382,'2018/02/28 04:54:55:639',2,-604.846191,399.862305,1242.562256,?
383,'2018/02/28 04:54:55:657',2,-604.846191,399.862305,1242.562256,?
384,'2018/02/28 04:54:55:685',2,-604.846069,399.863007,1242.564697,?
385,'2018/02/28 04:54:55:702',2,-605.09491,400.029083,1243.081055,?
386,'2018/02/28 04:54:55:705',2,-605.09491,400.029083,1243.081055,?
387,'2018/02/28 04:54:55:723',2,-605.09491,400.029083,1243.081055,?
388,'2018/02/28 04:54:55:751',2,-605.09491,400.029083,1243.081055,?
389,'2018/02/28 04:54:55:765',2,-604.971252,399.949432,1242.833862,?
390,'2018/02/28 04:54:55:771',2,-604.971252,399.949432,1242.833862,?
391,'2018/02/28 04:54:55:799',2,-605.191895,400.097809,1243.29541,?
392,'2018/02/28 04:54:55:816',2,-605.271851,400.153351,1243.468506,?
393,'2018/02/28 04:54:55:820',2,-605.271851,400.153351,1243.468506,?
394,'2018/02/28 04:54:55:849',2,-605.858948,400.040833,1243.119263,?
395,'2018/02/28 04:54:55:855',2,-605.858948,400.040833,1243.119263,?
396,'2018/02/28 04:54:55:882',2,-605.858948,400.040833,1243.119263,?
397,'2018/02/28 04:54:55:888',2,-605.858948,400.040833,1243.119263,?
398,'2018/02/28 04:54:55:914',2,-606.337708,399.921082,1242.747559,?
399,'2018/02/28 04:54:55:921',2,-606.337708,399.921082,1242.747559,?
400,'2018/02/28 04:54:55:939',2,-606.337708,399.921082,1242.747559,?
401,'2018/02/28 04:54:55:970',2,-607.233459,400.137329,1243.4198,?
402,'2018/02/28 04:54:55:971',2,-607.233459,400.137329,1243.4198,?
403,'2018/02/28 04:54:56:003',2,-607.233459,400.137329,1243.4198,?
404,'2018/02/28 04:54:56:005',2,-607.233459,400.137329,1243.4198,?
405,'2018/02/28 04:54:56:037',2,-607.233459,400.137329,1243.4198,?
406,'2018/02/28 04:54:56:039',2,-607.233459,400.137329,1243.4198,?
407,'2018/02/28 04:54:56:068',2,-608.11145,400.400116,1244.236816,?
408,'2018/02/28 04:54:56:071',2,-608.11145,400.400116,1244.236816,?
409,'2018/02/28 04:54:56:101',2,-608.59198,400.455627,1244.409668,?
410,'2018/02/28 04:54:56:104',2,-608.59198,400.455627,1244.409668,?
411,'2018/02/28 04:54:56:134',2,-608.78894,400.37384,1244.155762,?
412,'2018/02/28 04:54:56:147',2,-608.78894,400.37384,1244.155762,?
413,'2018/02/28 04:54:56:155',2,-608.78894,400.37384,1244.155762,?
414,'2018/02/28 04:54:56:181',2,-609.137451,400.435699,1244.348145,?
415,'2018/02/28 04:54:56:187',2,-609.137451,400.435699,1244.348145,?
416,'2018/02/28 04:54:56:216',2,-609.056702,400.25415,1243.78418,?
417,'2018/02/28 04:54:56:220',2,-609.056702,400.25415,1243.78418,?
418,'2018/02/28 04:54:56:248',2,-609.056702,400.25415,1243.78418,?
419,'2018/02/28 04:54:56:253',2,-609.056702,400.25415,1243.78418,?
420,'2018/02/28 04:54:56:281',2,-609.036011,400.145752,1243.44751,?
421,'2018/02/28 04:54:56:288',2,-609.036011,400.145752,1243.44751,?
422,'2018/02/28 04:54:56:313',2,-609.031311,400.076691,1243.233032,?
423,'2018/02/28 04:54:56:320',2,-609.031311,400.076691,1243.233032,?
424,'2018/02/28 04:54:56:347',2,-609.178223,400.13147,1243.40332,?
425,'2018/02/28 04:54:56:355',2,-609.178223,400.13147,1243.40332,?
426,'2018/02/28 04:54:56:381',2,-609.178223,400.13147,1243.40332,?
427,'2018/02/28 04:54:56:388',2,-609.178223,400.13147,1243.40332,?
428,'2018/02/28 04:54:56:405',2,-609.178223,400.13147,1243.40332,?
429,'2018/02/28 04:54:56:436',2,-609.063965,400.034454,1243.101929,?
430,'2018/02/28 04:54:56:438',2,-609.063965,400.034454,1243.101929,?
431,'2018/02/28 04:54:56:468',2,-609.063965,400.034454,1243.101929,?
432,'2018/02/28 04:54:56:480',2,-609.063965,400.034454,1243.101929,?
433,'2018/02/28 04:54:56:489',2,-609.063965,400.034454,1243.101929,?
434,'2018/02/28 04:54:56:512',2,-609.063965,400.034454,1243.101929,?
435,'2018/02/28 04:54:56:522',2,-609.063965,400.034454,1243.101929,?
436,'2018/02/28 04:54:56:546',2,-608.832397,399.876373,1242.610718,?
437,'2018/02/28 04:54:56:555',2,-608.832397,399.876373,1242.610718,?
438,'2018/02/28 04:54:56:580',2,-608.832397,399.876373,1242.610718,?
439,'2018/02/28 04:54:56:587',2,-608.832397,399.876373,1242.610718,?
440,'2018/02/28 04:54:56:615',2,-608.853943,399.897308,1242.675903,?
441,'2018/02/28 04:54:56:621',2,-608.853943,399.897308,1242.675903,?
442,'2018/02/28 04:54:56:651',2,-608.853943,399.897308,1242.675903,?
443,'2018/02/28 04:54:56:655',2,-608.853943,399.897308,1242.675903,?
444,'2018/02/28 04:54:56:671',2,-608.853943,399.897308,1242.675903,?
445,'2018/02/28 04:54:56:702',2,-608.496033,399.678375,1241.995605,?
446,'2018/02/28 04:54:56:705',2,-608.496033,399.678375,1241.995605,?
447,'2018/02/28 04:54:56:734',2,-608.496033,399.678375,1241.995605,?
448,'2018/02/28 04:54:56:738',2,-608.496033,399.678375,1241.995605,?
449,'2018/02/28 04:54:56:754',2,-608.496033,399.678375,1241.995605,?
450,'2018/02/28 04:54:56:782',2,-608.330994,399.593201,1241.731079,?
451,'2018/02/28 04:54:56:788',2,-608.330994,399.593201,1241.731079,?
452,'2018/02/28 04:54:56:816',2,-608.330994,399.593201,1241.731079,?
453,'2018/02/28 04:54:56:822',2,-608.330994,399.593201,1241.731079,?
454,'2018/02/28 04:54:56:849',2,-608.495911,399.729767,1242.155396,?
455,'2018/02/28 04:54:56:855',2,-608.495911,399.729767,1242.155396,?
456,'2018/02/28 04:54:56:882',2,-608.388367,399.690155,1242.032227,?
457,'2018/02/28 04:54:56:889',2,-608.388367,399.690155,1242.032227,?
458,'2018/02/28 04:54:56:917',2,-608.390503,399.72406,1242.137573,?
459,'2018/02/28 04:54:56:923',2,-608.390503,399.72406,1242.137573,?
460,'2018/02/28 04:54:56:951',2,-608.390503,399.72406,1242.137573,?
461,'2018/02/28 04:54:56:956',2,-608.390503,399.72406,1242.137573,?
462,'2018/02/28 04:54:56:985',2,-607.933167,399.456085,1241.30481,?
463,'2018/02/28 04:54:56:999',2,-607.687622,399.326538,1240.9021,?
464,'2018/02/28 04:54:57:004',2,-607.687622,399.326538,1240.9021,?
465,'2018/02/28 04:54:57:035',2,-607.716309,399.375763,1241.055176,?
466,'2018/02/28 04:54:57:038',2,-607.716309,399.375763,1241.055176,?
467,'2018/02/28 04:54:57:064',2,-607.761353,399.433807,1241.235474,?
468,'2018/02/28 04:54:57:071',2,-607.761353,399.433807,1241.235474,?
469,'2018/02/28 04:54:57:100',2,-607.575928,399.337952,1240.937622,?
470,'2018/02/28 04:54:57:104',2,-607.575928,399.337952,1240.937622,?
471,'2018/02/28 04:54:57:132',2,-607.769653,399.488831,1241.406494,?
472,'2018/02/28 04:54:57:138',2,-607.769653,399.488831,1241.406494,?
473,'2018/02/28 04:54:57:167',2,-607.65033,399.431244,1241.227539,?
474,'2018/02/28 04:54:57:171',2,-607.65033,399.431244,1241.227539,?
475,'2018/02/28 04:54:57:190',2,-607.65033,399.431244,1241.227539,?
476,'2018/02/28 04:54:57:215',2,-607.516602,399.361603,1241.011108,?
477,'2018/02/28 04:54:57:223',2,-607.516602,399.361603,1241.011108,?
478,'2018/02/28 04:54:57:249',2,-607.834473,399.586334,1241.709473,?
479,'2018/02/28 04:54:57:255',2,-607.834473,399.586334,1241.709473,?
480,'2018/02/28 04:54:57:282',2,-607.834473,399.586334,1241.709473,?
481,'2018/02/28 04:54:57:291',2,-607.834473,399.586334,1241.709473,?
482,'2018/02/28 04:54:57:318',2,-608.130798,399.794495,1242.356201,?
483,'2018/02/28 04:54:57:322',2,-608.130798,399.794495,1242.356201,?
484,'2018/02/28 04:54:57:352',2,-608.130798,399.794495,1242.356201,?
485,'2018/02/28 04:54:57:354',2,-608.130798,399.794495,1242.356201,?
486,'2018/02/28 04:54:57:385',2,-608.001465,399.720581,1242.126465,?
487,'2018/02/28 04:54:57:388',2,-608.001465,399.720581,1242.126465,?
488,'2018/02/28 04:54:57:405',2,-608.001465,399.720581,1242.126465,?
489,'2018/02/28 04:54:57:432',2,-608.223755,399.875732,1242.608643,?
490,'2018/02/28 04:54:57:437',2,-608.223755,399.875732,1242.608643,?
491,'2018/02/28 04:54:57:466',2,-608.223755,399.875732,1242.608643,?
492,'2018/02/28 04:54:57:471',2,-608.223755,399.875732,1242.608643,?
493,'2018/02/28 04:54:57:488',2,-608.223755,399.875732,1242.608643,?
494,'2018/02/28 04:54:57:513',2,-608.144653,399.830933,1242.469482,?
495,'2018/02/28 04:54:57:521',2,-608.144653,399.830933,1242.469482,?
496,'2018/02/28 04:54:57:547',2,-608.176025,399.857117,1242.550781,?
497,'2018/02/28 04:54:57:555',2,-608.176025,399.857117,1242.550781,?
498,'2018/02/28 04:54:57:580',2,-608.434326,400.031036,1243.091309,?
499,'2018/02/28 04:54:57:589',2,-608.434326,400.031036,1243.091309,?
500,'2018/02/28 04:54:57:605',2,-608.434326,400.031036,1243.091309,?
501,'2018/02/28 04:54:57:637',2,-608.434326,400.031036,1243.091309,?
502,'2018/02/28 04:54:57:638',2,-608.434326,400.031036,1243.091309,?
503,'2018/02/28 04:54:57:668',2,-608.198547,399.878937,1242.61853,?
504,'2018/02/28 04:54:57:680',2,-608.198547,399.878937,1242.61853,?
505,'2018/02/28 04:54:57:689',2,-608.198547,399.878937,1242.61853,?
506,'2018/02/28 04:54:57:713',2,-608.029358,399.769653,1242.278931,?
507,'2018/02/28 04:54:57:722',2,-608.029358,399.769653,1242.278931,?
508,'2018/02/28 04:54:57:746',2,-608.029358,399.769653,1242.278931,?
509,'2018/02/28 04:54:57:755',2,-608.029358,399.769653,1242.278931,?
510,'2018/02/28 04:54:57:780',2,-608.029358,399.769653,1242.278931,?
511,'2018/02/28 04:54:57:787',2,-608.029358,399.769653,1242.278931,?
512,'2018/02/28 04:54:57:816',2,-607.903687,399.68808,1242.025513,?
513,'2018/02/28 04:54:57:820',2,-607.903687,399.68808,1242.025513,?
514,'2018/02/28 04:54:57:848',2,-607.903687,399.68808,1242.025513,?
515,'2018/02/28 04:54:57:854',2,-607.903687,399.68808,1242.025513,?
516,'2018/02/28 04:54:57:881',2,-607.903687,399.68808,1242.025513,?
517,'2018/02/28 04:54:57:888',2,-607.903687,399.68808,1242.025513,?
518,'2018/02/28 04:54:57:918',2,-607.903687,399.68808,1242.025513,?
519,'2018/02/28 04:54:57:921',2,-607.903687,399.68808,1242.025513,?
520,'2018/02/28 04:54:57:950',2,-607.903687,399.68808,1242.025513,?
521,'2018/02/28 04:54:57:954',2,-607.903687,399.68808,1242.025513,?
522,'2018/02/28 04:54:57:973',2,-607.903687,399.68808,1242.025513,?
523,'2018/02/28 04:54:58:007',2,-607.94165,399.713409,1242.104248,?
524,'2018/02/28 04:54:58:007',2,-607.94165,399.713409,1242.104248,?
525,'2018/02/28 04:54:58:038',2,-608.023315,399.766937,1242.270508,?
526,'2018/02/28 04:54:58:039',2,-608.023315,399.766937,1242.270508,?
527,'2018/02/28 04:54:58:068',2,-608.023315,399.766937,1242.270508,?
528,'2018/02/28 04:54:58:073',2,-608.023315,399.766937,1242.270508,?
529,'2018/02/28 04:54:58:102',2,-608.023315,399.766937,1242.270508,?
530,'2018/02/28 04:54:58:114',2,-607.894958,399.681976,1242.00647,?
531,'2018/02/28 04:54:58:123',2,-607.894958,399.681976,1242.00647,?
532,'2018/02/28 04:54:58:146',2,-607.801819,399.619843,1241.813354,?
533,'2018/02/28 04:54:58:155',2,-607.801819,399.619843,1241.813354,?
534,'2018/02/28 04:54:58:180',2,-607.65155,399.519897,1241.50293,?
535,'2018/02/28 04:54:58:187',2,-607.65155,399.519897,1241.50293,?
536,'2018/02/28 04:54:58:215',2,-607.639893,399.510956,1241.475098,?
537,'2018/02/28 04:54:58:220',2,-607.639893,399.510956,1241.475098,?
538,'2018/02/28 04:54:58:248',2,-607.503601,399.420044,1241.192627,?
539,'2018/02/28 04:54:58:254',2,-607.503601,399.420044,1241.192627,?
540,'2018/02/28 04:54:58:282',2,-607.225342,399.235748,1240.619995,?
541,'2018/02/28 04:54:58:288',2,-607.225342,399.235748,1240.619995,?
542,'2018/02/28 04:54:58:313',2,-606.673035,398.871338,1239.487549,?
543,'2018/02/28 04:54:58:320',2,-606.673035,398.871338,1239.487549,?
544,'2018/02/28 04:54:58:346',2,-606.673035,398.871338,1239.487549,?
545,'2018/02/28 04:54:58:353',2,-606.673035,398.871338,1239.487549,?
546,'2018/02/28 04:54:58:380',2,-606.70697,398.892395,1239.552979,?
547,'2018/02/28 04:54:58:388',2,-606.70697,398.892395,1239.552979,?
548,'2018/02/28 04:54:58:414',2,-606.661133,398.861115,1239.455688,?
549,'2018/02/28 04:54:58:422',2,-606.661133,398.861115,1239.455688,?
550,'2018/02/28 04:54:58:446',2,-606.929626,399.03653,1240.000854,?
551,'2018/02/28 04:54:58:455',2,-606.929626,399.03653,1240.000854,?
552,'2018/02/28 04:54:58:480',2,-606.985657,399.072388,1240.112305,?
553,'2018/02/28 04:54:58:489',2,-606.985657,399.072388,1240.112305,?
554,'2018/02/28 04:54:58:512',2,-606.870544,398.995819,1239.87439,?
555,'2018/02/28 04:54:58:522',2,-606.870544,398.995819,1239.87439,?
556,'2018/02/28 04:54:58:547',2,-606.870544,398.995819,1239.87439,?
557,'2018/02/28 04:54:58:555',2,-606.870544,398.995819,1239.87439,?
558,'2018/02/28 04:54:58:580',2,-606.558411,398.789856,1239.234253,?
559,'2018/02/28 04:54:58:587',2,-606.558411,398.789856,1239.234253,?
560,'2018/02/28 04:54:58:617',2,-606.558411,398.789856,1239.234253,?
561,'2018/02/28 04:54:58:620',2,-606.558411,398.789856,1239.234253,?
562,'2018/02/28 04:54:58:648',2,-606.332275,398.640503,1238.770142,?
563,'2018/02/28 04:54:58:654',2,-606.332275,398.640503,1238.770142,?
564,'2018/02/28 04:54:58:681',2,-606.111816,398.494995,1238.318115,?
565,'2018/02/28 04:54:58:688',2,-606.111816,398.494995,1238.318115,?
566,'2018/02/28 04:54:58:716',2,-605.874207,398.338318,1237.831299,?
567,'2018/02/28 04:54:58:721',2,-605.874207,398.338318,1237.831299,?
568,'2018/02/28 04:54:58:740',2,-605.874207,398.338318,1237.831299,?
569,'2018/02/28 04:54:58:767',2,-605.793579,398.284912,1237.665283,?
570,'2018/02/28 04:54:58:773',2,-605.793579,398.284912,1237.665283,?
571,'2018/02/28 04:54:58:802',2,-605.541077,398.118591,1237.148438,?
572,'2018/02/28 04:54:58:805',2,-605.541077,398.118591,1237.148438,?
573,'2018/02/28 04:54:58:836',2,-605.541077,398.118591,1237.148438,?
574,'2018/02/28 04:54:58:838',2,-605.541077,398.118591,1237.148438,?
575,'2018/02/28 04:54:58:868',2,-605.559937,398.130737,1237.186157,?
576,'2018/02/28 04:54:58:871',2,-605.559937,398.130737,1237.186157,?
577,'2018/02/28 04:54:58:901',2,-605.444275,398.054504,1236.949341,?
578,'2018/02/28 04:54:58:906',2,-605.444275,398.054504,1236.949341,?
579,'2018/02/28 04:54:58:935',2,-605.444275,398.054504,1236.949341,?
580,'2018/02/28 04:54:58:938',2,-605.444275,398.054504,1236.949341,?
581,'2018/02/28 04:54:58:967',2,-605.444275,398.054504,1236.949341,?
582,'2018/02/28 04:54:58:971',2,-605.444275,398.054504,1236.949341,?
583,'2018/02/28 04:54:59:000',2,-605.444275,398.054504,1236.949341,?
584,'2018/02/28 04:54:59:004',2,-605.444275,398.054504,1236.949341,?
585,'2018/02/28 04:54:59:036',2,-605.444275,398.054504,1236.949341,?
586,'2018/02/28 04:54:59:038',2,-605.444275,398.054504,1236.949341,?
587,'2018/02/28 04:54:59:069',2,-605.444275,398.054504,1236.949341,?
588,'2018/02/28 04:54:59:071',2,-605.444275,398.054504,1236.949341,?
589,'2018/02/28 04:54:59:100',2,-605.444275,398.054504,1236.949341,?
590,'2018/02/28 04:54:59:114',2,-605.444275,398.054504,1236.949341,?
591,'2018/02/28 04:54:59:121',2,-605.444275,398.054504,1236.949341,?
592,'2018/02/28 04:54:59:146',2,-605.444275,398.054504,1236.949341,?
593,'2018/02/28 04:54:59:154',2,-605.444275,398.054504,1236.949341,?
594,'2018/02/28 04:54:59:180',2,-605.444275,398.054504,1236.949341,?
595,'2018/02/28 04:54:59:189',2,-605.444275,398.054504,1236.949341,?
596,'2018/02/28 04:54:59:214',2,-604.930969,398.21698,1237.454102,?
597,'2018/02/28 04:54:59:222',2,-604.930969,398.21698,1237.454102,?
598,'2018/02/28 04:54:59:251',2,-604.930969,398.21698,1237.454102,?
599,'2018/02/28 04:54:59:258',2,-604.930969,398.21698,1237.454102,?
600,'2018/02/28 04:54:59:273',2,-604.930969,398.21698,1237.454102,?
601,'2018/02/28 04:58:26:857',3,-566.249756,341.737579,1080.411499,0
602,'2018/02/28 04:58:26:885',3,-566.392944,341.629791,1080.081421,0
603,'2018/02/28 04:58:26:890',3,-566.392944,341.629791,1080.081421,0
604,'2018/02/28 04:58:26:921',3,-566.312988,341.820587,1080.689941,0
605,'2018/02/28 04:58:26:923',3,-566.312988,341.820587,1080.689941,0
606,'2018/02/28 04:58:26:954',3,-566.365967,341.670197,1080.215576,0
607,'2018/02/28 04:58:26:957',3,-566.365967,341.670197,1080.215576,0
608,'2018/02/28 04:58:26:990',3,-566.365967,341.670197,1080.215576,0
609,'2018/02/28 04:58:26:991',3,-566.365967,341.670197,1080.215576,0
610,'2018/02/28 04:58:27:019',3,-566.365967,341.670197,1080.215576,0
611,'2018/02/28 04:58:27:022',3,-566.365967,341.670197,1080.215576,0
612,'2018/02/28 04:58:27:050',3,-566.365967,341.670197,1080.215576,0
613,'2018/02/28 04:58:27:056',3,-566.365967,341.670197,1080.215576,0
614,'2018/02/28 04:58:27:084',3,-565.971985,341.678345,1080.239136,0
615,'2018/02/28 04:58:27:090',3,-565.971985,341.678345,1080.239136,0
616,'2018/02/28 04:58:27:118',3,-565.661804,341.972687,1079.080322,0
617,'2018/02/28 04:58:27:133',3,-565.824097,341.833893,1078.901123,0
618,'2018/02/28 04:58:27:140',3,-565.824097,341.833893,1078.901123,0
619,'2018/02/28 04:58:27:165',3,-565.824097,341.833893,1078.901123,0
620,'2018/02/28 04:58:27:173',3,-565.824097,341.833893,1078.901123,0
621,'2018/02/28 04:58:27:198',3,-565.824097,341.833893,1078.901123,0
622,'2018/02/28 04:58:27:206',3,-565.824097,341.833893,1078.901123,0
623,'2018/02/28 04:58:27:232',3,-566.443298,341.997498,1079.667725,0
624,'2018/02/28 04:58:27:240',3,-566.443298,341.997498,1079.667725,0
625,'2018/02/28 04:58:27:265',3,-566.097229,342.00589,1079.928711,0
626,'2018/02/28 04:58:27:273',3,-566.097229,342.00589,1079.928711,0
627,'2018/02/28 04:58:27:298',3,-566.438477,342.003876,1080.138672,0
628,'2018/02/28 04:58:27:308',3,-566.438477,342.003876,1080.138672,0
629,'2018/02/28 04:58:27:331',3,-566.438477,342.003876,1080.138672,0
630,'2018/02/28 04:58:27:340',3,-566.438477,342.003876,1080.138672,0
631,'2018/02/28 04:58:27:364',3,-566.769531,342.021942,1080.391968,0
632,'2018/02/28 04:58:27:374',3,-566.769531,342.021942,1080.391968,0
633,'2018/02/28 04:58:27:397',3,-567.145203,342.092316,1080.789551,0
634,'2018/02/28 04:58:27:407',3,-567.145203,342.092316,1080.789551,0
635,'2018/02/28 04:58:27:431',3,-567.145203,342.092316,1080.789551,0
636,'2018/02/28 04:58:27:440',3,-567.145203,342.092316,1080.789551,0
637,'2018/02/28 04:58:27:465',3,-567.145203,342.092316,1080.789551,0
638,'2018/02/28 04:58:27:473',3,-567.145203,342.092316,1080.789551,0
639,'2018/02/28 04:58:27:499',3,-566.987976,342.526794,1080.226929,0
640,'2018/02/28 04:58:27:505',3,-566.987976,342.526794,1080.226929,0
641,'2018/02/28 04:58:27:534',3,-567.565491,342.680695,1081.11377,0
642,'2018/02/28 04:58:27:538',3,-567.565491,342.680695,1081.11377,0
643,'2018/02/28 04:58:27:566',3,-567.710083,342.597015,1081.220581,0
644,'2018/02/28 04:58:27:574',3,-567.710083,342.597015,1081.220581,0
645,'2018/02/28 04:58:27:598',3,-567.710083,342.597015,1081.220581,0
646,'2018/02/28 04:58:27:606',3,-567.710083,342.597015,1081.220581,0
647,'2018/02/28 04:58:27:632',3,-567.710083,342.597015,1081.220581,0
648,'2018/02/28 04:58:27:639',3,-567.710083,342.597015,1081.220581,0
649,'2018/02/28 04:58:27:665',3,-567.710083,342.597015,1081.220581,0
650,'2018/02/28 04:58:27:674',3,-567.710083,342.597015,1081.220581,0
651,'2018/02/28 04:58:27:700',3,-568.120056,342.695984,1081.872192,0
652,'2018/02/28 04:58:27:708',3,-568.120056,342.695984,1081.872192,0
653,'2018/02/28 04:58:27:724',3,-568.120056,342.695984,1081.872192,0
654,'2018/02/28 04:58:27:758',3,-568.120056,342.695984,1081.872192,0
655,'2018/02/28 04:58:27:759',3,-568.120056,342.695984,1081.872192,0
656,'2018/02/28 04:58:27:785',3,-568.120056,342.695984,1081.872192,0
657,'2018/02/28 04:58:27:789',3,-568.120056,342.695984,1081.872192,0
658,'2018/02/28 04:58:27:819',3,-568.120056,342.695984,1081.872192,0
659,'2018/02/28 04:58:27:837',3,-568.058899,343.195526,1081.660645,0
660,'2018/02/28 04:58:27:840',3,-568.058899,343.195526,1081.660645,0
661,'2018/02/28 04:58:27:856',3,-568.058899,343.195526,1081.660645,0
662,'2018/02/28 04:58:27:883',3,-568.374817,343.195435,1082.196167,0
663,'2018/02/28 04:58:27:900',3,-568.831909,343.302124,1083.025146,0
664,'2018/02/28 04:58:27:905',3,-568.831909,343.302124,1083.025146,0
665,'2018/02/28 04:58:27:935',3,-568.831909,343.302124,1083.025146,0
666,'2018/02/28 04:58:27:940',3,-568.831909,343.302124,1083.025146,0
667,'2018/02/28 04:58:27:966',3,-568.831909,343.302124,1083.025146,0
668,'2018/02/28 04:58:27:974',3,-568.831909,343.302124,1083.025146,0
669,'2018/02/28 04:58:28:001',3,-568.831909,343.302124,1083.025146,0
670,'2018/02/28 04:58:28:006',3,-568.831909,343.302124,1083.025146,0
671,'2018/02/28 04:58:28:023',3,-568.831909,343.302124,1083.025146,0
672,'2018/02/28 04:58:28:052',3,-568.831909,343.302124,1083.025146,0
673,'2018/02/28 04:58:28:057',3,-568.831909,343.302124,1083.025146,0
674,'2018/02/28 04:58:28:089',3,-568.831909,343.302124,1083.025146,0
675,'2018/02/28 04:58:28:090',3,-568.831909,343.302124,1083.025146,0
676,'2018/02/28 04:58:28:120',3,-569.281555,343.425842,1083.860229,0
677,'2018/02/28 04:58:28:123',3,-569.281555,343.425842,1083.860229,0
678,'2018/02/28 04:58:28:155',3,-569.281555,343.425842,1083.860229,0
679,'2018/02/28 04:58:28:157',3,-569.281555,343.425842,1083.860229,0
680,'2018/02/28 04:58:28:186',3,-569.248352,343.279419,1083.791626,0
681,'2018/02/28 04:58:28:189',3,-569.248352,343.279419,1083.791626,0
682,'2018/02/28 04:58:28:219',3,-569.248352,343.279419,1083.791626,0
683,'2018/02/28 04:58:28:224',3,-569.248352,343.279419,1083.791626,0
684,'2018/02/28 04:58:28:253',3,-569.248352,343.279419,1083.791626,0
685,'2018/02/28 04:58:28:256',3,-569.248352,343.279419,1083.791626,0
686,'2018/02/28 04:58:28:283',3,-569.446716,343.292175,1084.17688,0
687,'2018/02/28 04:58:28:300',3,-569.385254,343.166595,1084.077026,0
688,'2018/02/28 04:58:28:305',3,-569.385254,343.166595,1084.077026,0
689,'2018/02/28 04:58:28:335',3,-569.5625,343.201416,1084.438721,0
690,'2018/02/28 04:58:28:339',3,-569.5625,343.201416,1084.438721,0
691,'2018/02/28 04:58:28:366',3,-569.5625,343.201416,1084.438721,0
692,'2018/02/28 04:58:28:374',3,-569.5625,343.201416,1084.438721,0
693,'2018/02/28 04:58:28:399',3,-569.5625,343.201416,1084.438721,0
694,'2018/02/28 04:58:28:406',3,-569.5625,343.201416,1084.438721,0
695,'2018/02/28 04:58:28:432',3,-569.721497,343.240143,1084.770386,0
696,'2018/02/28 04:58:28:440',3,-569.721497,343.240143,1084.770386,0
697,'2018/02/28 04:58:28:465',3,-569.721497,343.240143,1084.770386,0
698,'2018/02/28 04:58:28:473',3,-569.721497,343.240143,1084.770386,0
699,'2018/02/28 04:58:28:491',3,-569.721497,343.240143,1084.770386,0
700,'2018/02/28 04:58:28:521',3,-569.721497,343.240143,1084.770386,0
701,'2018/02/28 04:58:28:523',3,-569.721497,343.240143,1084.770386,0
