@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
259,'2018/02/28 01:19:58:093',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
260,'2018/02/28 01:19:58:100',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
261,'2018/02/28 01:19:58:114',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
262,'2018/02/28 01:19:58:141',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
263,'2018/02/28 01:19:58:146',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
264,'2018/02/28 01:19:58:164',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
265,'2018/02/28 01:19:58:180',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
266,'2018/02/28 01:19:58:197',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
267,'2018/02/28 01:19:58:213',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
268,'2018/02/28 01:19:58:232',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
269,'2018/02/28 01:19:58:259',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
270,'2018/02/28 01:19:58:291',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
271,'2018/02/28 01:19:58:299',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
272,'2018/02/28 01:19:58:313',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
273,'2018/02/28 01:19:58:342',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
274,'2018/02/28 01:19:58:374',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
275,'2018/02/28 01:19:58:380',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
276,'2018/02/28 01:19:58:397',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
277,'2018/02/28 01:19:58:412',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
278,'2018/02/28 01:19:58:443',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
279,'2018/02/28 01:19:58:477',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
280,'2018/02/28 01:19:58:485',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
281,'2018/02/28 01:19:58:496',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
282,'2018/02/28 01:19:58:527',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
283,'2018/02/28 01:19:58:533',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
284,'2018/02/28 01:19:58:556',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
285,'2018/02/28 01:19:58:564',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
286,'2018/02/28 01:19:58:580',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
287,'2018/02/28 01:19:58:609',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
288,'2018/02/28 01:19:58:616',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
289,'2018/02/28 01:19:58:630',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
290,'2018/02/28 01:19:58:659',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
291,'2018/02/28 01:19:58:680',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
292,'2018/02/28 01:19:58:709',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
293,'2018/02/28 01:19:58:742',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
294,'2018/02/28 01:19:58:748',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
295,'2018/02/28 01:19:58:763',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
296,'2018/02/28 01:19:58:779',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
297,'2018/02/28 01:19:58:809',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
298,'2018/02/28 01:19:58:815',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
299,'2018/02/28 01:19:58:842',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
300,'2018/02/28 01:19:58:864',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
301,'2018/02/28 01:19:58:897',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
302,'2018/02/28 01:19:58:914',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
303,'2018/02/28 01:19:58:945',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
304,'2018/02/28 01:19:58:950',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
305,'2018/02/28 01:19:58:976',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
306,'2018/02/28 01:19:58:996',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
307,'2018/02/28 01:19:59:013',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
308,'2018/02/28 01:19:59:031',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
309,'2018/02/28 01:19:59:048',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
310,'2018/02/28 01:19:59:077',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
311,'2018/02/28 01:19:59:113',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
312,'2018/02/28 01:19:59:119',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
313,'2018/02/28 01:19:59:131',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
314,'2018/02/28 01:19:59:160',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
315,'2018/02/28 01:19:59:167',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
316,'2018/02/28 01:19:59:193',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
317,'2018/02/28 01:19:59:199',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
318,'2018/02/28 01:19:59:227',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
319,'2018/02/28 01:19:59:247',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
320,'2018/02/28 01:19:59:279',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
321,'2018/02/28 01:19:59:310',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
322,'2018/02/28 01:19:59:317',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
323,'2018/02/28 01:19:59:330',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
324,'2018/02/28 01:19:59:357',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
325,'2018/02/28 01:19:59:390',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
326,'2018/02/28 01:19:59:397',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
327,'2018/02/28 01:19:59:413',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
328,'2018/02/28 01:19:59:430',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
329,'2018/02/28 01:19:59:461',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
330,'2018/02/28 01:19:59:468',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
331,'2018/02/28 01:19:59:480',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
332,'2018/02/28 01:19:59:513',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
333,'2018/02/28 01:19:59:548',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
334,'2018/02/28 01:19:59:580',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
335,'2018/02/28 01:19:59:587',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
336,'2018/02/28 01:19:59:596',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
337,'2018/02/28 01:19:59:626',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
338,'2018/02/28 01:19:59:634',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
339,'2018/02/28 01:19:59:648',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
340,'2018/02/28 01:19:59:675',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
341,'2018/02/28 01:19:59:708',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
342,'2018/02/28 01:19:59:714',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
343,'2018/02/28 01:19:59:731',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
344,'2018/02/28 01:19:59:756',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
345,'2018/02/28 01:19:59:764',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
346,'2018/02/28 01:19:59:780',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
347,'2018/02/28 01:19:59:796',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
348,'2018/02/28 01:19:59:813',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
349,'2018/02/28 01:19:59:831',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
350,'2018/02/28 01:19:59:862',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
351,'2018/02/28 01:19:59:870',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
352,'2018/02/28 01:19:59:893',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
353,'2018/02/28 01:19:59:925',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
354,'2018/02/28 01:19:59:932',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
355,'2018/02/28 01:19:59:947',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
356,'2018/02/28 01:19:59:976',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
357,'2018/02/28 01:20:00:009',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
358,'2018/02/28 01:20:00:018',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
359,'2018/02/28 01:20:00:032',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
360,'2018/02/28 01:20:00:047',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
361,'2018/02/28 01:20:00:064',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
362,'2018/02/28 01:20:00:083',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
363,'2018/02/28 01:20:00:113',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
364,'2018/02/28 01:20:00:145',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
365,'2018/02/28 01:20:00:152',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
366,'2018/02/28 01:20:00:180',4,-482.564514,845.197937,3931.247314,0.025355,0.888497,0.151682
