@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute 1-1 numeric

@data
3339,'2018/02/28 05:39:02:151',10,-684.908386,589.610657,1817.581177,0
3340,'2018/02/28 05:39:02:179',10,-684.908386,589.610657,1817.581177,0
3341,'2018/02/28 05:39:02:185',10,-684.908386,589.610657,1817.581177,0
3342,'2018/02/28 05:39:02:214',10,-684.908386,589.610657,1817.581177,0
3343,'2018/02/28 05:39:02:217',10,-684.908386,589.610657,1817.581177,0
3344,'2018/02/28 05:39:02:247',10,-665.534241,573.314819,1766.653442,0
3345,'2018/02/28 05:39:02:252',10,-665.534241,573.314819,1766.653442,0
3346,'2018/02/28 05:39:02:280',10,-665.534241,573.314819,1766.653442,0
3347,'2018/02/28 05:39:02:287',10,-665.534241,573.314819,1766.653442,0
3348,'2018/02/28 05:39:02:315',10,-665.534241,573.314819,1766.653442,0
3349,'2018/02/28 05:39:02:319',10,-665.534241,573.314819,1766.653442,0
3350,'2018/02/28 05:39:02:347',10,-650.798401,559.826233,1727.852173,0
3351,'2018/02/28 05:39:02:352',10,-650.798401,559.826233,1727.852173,0
3352,'2018/02/28 05:39:02:380',10,-837.838623,718.52002,2223.736084,0
3353,'2018/02/28 05:39:02:387',10,-837.838623,718.52002,2223.736084,0
3354,'2018/02/28 05:39:02:417',10,-837.838623,718.52002,2223.736084,0
3355,'2018/02/28 05:39:02:419',10,-837.838623,718.52002,2223.736084,0
3356,'2018/02/28 05:39:02:448',10,-837.838623,718.52002,2223.736084,0
3357,'2018/02/28 05:39:02:452',10,-837.838623,718.52002,2223.736084,0
3358,'2018/02/28 05:39:02:487',10,-837.838623,718.52002,2223.736084,0
3359,'2018/02/28 05:39:02:487',10,-837.838623,718.52002,2223.736084,0
3360,'2018/02/28 05:39:02:503',10,-837.838623,718.52002,2223.736084,0
3361,'2018/02/28 05:39:02:531',10,-804.299438,690.224243,2134.8479,0
3362,'2018/02/28 05:39:02:549',10,-804.299438,690.224243,2134.8479,0
3363,'2018/02/28 05:39:02:552',10,-804.299438,690.224243,2134.8479,0
3364,'2018/02/28 05:39:02:581',10,-804.299438,690.224243,2134.8479,0
3365,'2018/02/28 05:39:02:585',10,-804.299438,690.224243,2134.8479,0
3366,'2018/02/28 05:39:02:613',10,-804.299438,690.224243,2134.8479,0
3367,'2018/02/28 05:39:02:618',10,-804.299438,690.224243,2134.8479,0
3368,'2018/02/28 05:39:02:635',10,-804.299438,690.224243,2134.8479,0
3369,'2018/02/28 05:39:02:663',10,-804.299438,690.224243,2134.8479,0
3370,'2018/02/28 05:39:02:668',10,-804.299438,690.224243,2134.8479,0
3371,'2018/02/28 05:39:02:698',10,-804.299438,690.224243,2134.8479,0
3372,'2018/02/28 05:39:02:701',10,-804.299438,690.224243,2134.8479,0
3373,'2018/02/28 05:39:02:730',10,-804.299438,690.224243,2134.8479,0
3374,'2018/02/28 05:39:02:734',10,-804.299438,690.224243,2134.8479,0
3375,'2018/02/28 05:39:02:764',10,-804.299438,690.224243,2134.8479,0
3376,'2018/02/28 05:39:02:769',10,-804.299438,690.224243,2134.8479,0
3377,'2018/02/28 05:39:02:798',10,-804.299438,690.224243,2134.8479,0
3378,'2018/02/28 05:39:02:802',10,-804.299438,690.224243,2134.8479,0
3379,'2018/02/28 05:39:02:828',10,-804.299438,690.224243,2134.8479,0
3380,'2018/02/28 05:39:02:837',10,-804.299438,690.224243,2134.8479,0
3381,'2018/02/28 05:39:02:865',10,-774.102173,664.724731,2054.731934,0
3382,'2018/02/28 05:39:02:872',10,-774.102173,664.724731,2054.731934,0
3383,'2018/02/28 05:39:02:896',10,-747.883728,641.497009,1985.098022,0
3384,'2018/02/28 05:39:02:905',10,-747.883728,641.497009,1985.098022,0
3385,'2018/02/28 05:39:02:933',10,-918.503418,786.259216,2437.152344,0
3386,'2018/02/28 05:39:02:936',10,-918.503418,786.259216,2437.152344,0
3387,'2018/02/28 05:39:02:966',10,-918.503418,786.259216,2437.152344,0
3388,'2018/02/28 05:39:02:969',10,-918.503418,786.259216,2437.152344,0
3389,'2018/02/28 05:39:02:994',10,-1075.404053,919.414001,2852.812744,0
3390,'2018/02/28 05:39:03:013',10,-1075.404053,919.414001,2852.812744,0
3391,'2018/02/28 05:39:03:018',10,-1075.404053,919.414001,2852.812744,0
3392,'2018/02/28 05:39:03:034',10,-1075.404053,919.414001,2852.812744,0
3393,'2018/02/28 05:39:03:056',10,-1075.404053,919.414001,2852.812744,0
3394,'2018/02/28 05:39:03:081',10,-1202.61499,1025.239624,3183.244385,0
3395,'2018/02/28 05:39:03:086',10,-1202.61499,1025.239624,3183.244385,0
3396,'2018/02/28 05:39:03:115',10,-1202.61499,1025.239624,3183.244385,0
3397,'2018/02/28 05:39:03:119',10,-1202.61499,1025.239624,3183.244385,0
3398,'2018/02/28 05:39:03:147',10,-1202.61499,1025.239624,3183.244385,0
3399,'2018/02/28 05:39:03:153',10,-1202.61499,1025.239624,3183.244385,0
3400,'2018/02/28 05:39:03:181',10,-1202.61499,1025.239624,3183.244385,0
3401,'2018/02/28 05:39:03:186',10,-1202.61499,1025.239624,3183.244385,0
3402,'2018/02/28 05:39:03:218',10,-1116.813721,952.899414,2956.412842,0
3403,'2018/02/28 05:39:03:220',10,-1116.813721,952.899414,2956.412842,0
3404,'2018/02/28 05:39:03:248',10,-1116.813721,952.899414,2956.412842,0
3405,'2018/02/28 05:39:03:252',10,-1116.813721,952.899414,2956.412842,0
3406,'2018/02/28 05:39:03:281',10,-1116.813721,952.899414,2956.412842,0
3407,'2018/02/28 05:39:03:284',10,-1116.813721,952.899414,2956.412842,0
3408,'2018/02/28 05:39:03:315',10,-1116.813721,952.899414,2956.412842,0
3409,'2018/02/28 05:39:03:319',10,-1116.813721,952.899414,2956.412842,0
3410,'2018/02/28 05:39:03:346',10,-1221.522827,1037.490356,3228.180176,0
3411,'2018/02/28 05:39:03:351',10,-1221.522827,1037.490356,3228.180176,0
3412,'2018/02/28 05:39:03:379',10,-1221.522827,1037.490356,3228.180176,0
3413,'2018/02/28 05:39:03:384',10,-1221.522827,1037.490356,3228.180176,0
